"MutantVarietyID","Variety Name","Local Name","Local Registration Year","Local Registration Number","Local Registration Agency","National Registration Number","National Registration Agency","Latin Name","Common Name","Country Name","Short Description","Miscellaneous","Character Improvement Details","Registration","PropagationModeType","UsageSubcategory","MutantDevelopmentType","Intellectual Property","Mutagen Treatment Type","Physical Mutagen","Chemical Mutagen","Treatment Material Type","Continent Name"
"771","Zhe 852","浙852","1989","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhe 852 was officialy approved in 1989. It was developed by irradiation of seeds from F1 generation (Zhefu 802 x Shuiyuan 290) with gamma rays (200 Gy). Main improved attributes of mutant variety are resistance to bacterial diseases, stress resistance, wide adaptability, good grain quality characteristics and high grain yield.","浙852是我国第一个采用铯一137Y辐射杂种一代后经选育而成的中熟早籼多抗新品种。自1985年定型以来，在浙、湘、鄂、赣、皖等省试种，表现具有高产、稳产， 抗病、抗逆性强， 适应性广， 米质较好等特点。1989年经浙江省农作物品种审定委员会审定通过， 并在长江中下游双季稻区迅速推广应用，1989年推广种植面积达50余万亩。","Resistance to bacterial diseases, stress resistance, wide adaptability, good grain quality characteristics and high grain yield","1989","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"2738","Zhefu 201","浙辐201","2005","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","Zhefu 201 is an Indica early rice cultivar, which was bred from elite breeding Line 201 by 300Gy ^60Co γ-rays irradiation. It is characterized by high amylose content, soft gel consistency, and high resistant starch content; and suitable as raw materials for industrial processing and functional foods. This new rice cultivar could be recommended in Zhejiang, Jiangxi, Anhui, Hunan Provinces as early or intermediate Indica rice.[","","","2005","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"824","Zhefu 218","浙辐218","1995","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhefu 218 was officialy approved in 1995. It was developed by hybridization with two mutant Fujiucongsheng obtained by irradiation of seeds with gamma rays (300 Gy) and Shuiyuan 290 by irradiation of seeds with gamma rays (250 Gy). Main improved attributes of mutant variety are good quality and altered maturity.","早籼“浙辐”系列品种该系列品种是采用辐射诱变与杂交育种，辐射诱变与离体培养结合等方法选育而成的，包括新品种浙辐9号、浙辐762，新品系浙辐218、浙辐37、浙辐511等。","Good quality and altered maturity","1995","Seed - Self pollination","Cereals","Crossing of two mutants","","Physical","Gamma rays","","Seed","Asia"
"814","Zhefu 504","浙辐504","1999","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhefu 504 was officialy approved in 1999. It was developed by irradiation of hybrid with gamma rays (300 Gy). Main improved attributes of mutant variety are high grain yield and altered maturity.","","High grain yield and altered maturity","1999","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"759","Zhefu 7","浙辐7号","1994","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhefu 7 was officialy approved in 1994. It was developed by irradiation with gamma rays (300 Gy). Main improved attributes of mutant variety are early maturity, resistence to low temperature, resistance to blast and sheath blight, about 85 cm plant height, strong tillering ability, plant type is moderate, high yield.","株高85厘米左右，分蘖力较强，株型适中。繁茂性好。叶片青绿色。剑叶挺直，角度小。叶鞘、叶耳、叶舌均无色。成熟时无早衰现象。穗长19厘米左右，每穗105粒左右，空壳率19%左右，谷粒椭圆形，无芒，稃尖无色，千粒重24克。在湖南栽培全生育期105天，苗期耐寒。中抗稻瘟病和纹枯病。 产量与品质：一般亩产450公斤。垩白大，米质一般。分布及利用：主要分布在湘潭、零陵等地市。1987—1990年湖南累计推广7.43万亩。   产量表现： -亩产450公斤","Early maturity, resistence to low temperature, resistance to blast and sheath blight, about 85 cm plant height, strong tillering ability, plant type is moderate, high yield","1994","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"817","Zhefu 762","浙辐762","1993","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhefu 762 was officialy approved in 1993. Main improved attributes of mutant variety are high grain yield (5-10%), high resistance to blast, bacterial blight resistance, good cold tolerance, seedling age flexibility, good eating quality, grain quality above average.","高抗稻瘟病，抗白叶枯病，耐寒性好，秧龄弹性大，食味较好，米质中等偏上，较对照品种增产5-10%以上。","High grain yield (5-10%), high resistance to blast, bacterial blight resistance, good cold tolerance, seedling age flexibility, good eating quality, grain quality above average","1993","Seed - Self pollination","Cereals","Direct development of an induced mutant","","","","","","Asia"
"578","Zhefu 802","浙辐802","1981","","Zhejiang Provincial Crop Variety Approval Committee","","China National Crop Variety Approval Committee","Oryza sativa L.","Rice","China","The mutant variety Zhefu 802 was officially approved in 1980. It was developed by irradiation of seeds with gamma rays (300 Gy). Main improved attributes of mutant variety are early maturity, higher yield, resistance to diseases and good grain quality, widely grown in the country.","浙江农业大学、余杭县农业科学研究所选育的水稻品种。用四梅2号种子经辐射选育。1984年浙江省、安徽省、湖南省农作物品种审定委员会审定，1990年全国农作物品种审定委员会审定。具有早熟、高产、抗病性强、米质好的特点，在全国广泛种植。","Early maturity, higher yield, resistance to diseases and good grain quality","1990","Seed - Self pollination","Cereals","Direct development of an induced mutant","GS01003-1989","Physical","Gamma rays","","Seed","Asia"
"789","Zhefu 9","浙辐9号","1990","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhefu 9 was officialy approved in 1990. It was developed by direct treatment  with mutagen (IR50/44-1086). Main improved attribute of mutant variety are resistance to bacterial diseases, high yield, medium grain quality and altered maturity.","株高8c厘米左右，茎秆坚韧，分蘖力较弱，株型紧凑。叶片长而挺直，叶色深绿。剑叶角度小，抽穗整齐，穗长20厘米左右，每穗60—120粒，空壳率11%左右。谷粒无芒，稃尖无色，千粒重22—24克。在湖南栽培全生育期108天左右。苗期耐寒。灌浆速度快。 [产量与品质]一般亩产400公斤左右。高的可达500公斤。米质中等。 [分布及利用]长沙、湘潭等地较大面积推广，1989—1990年湖南累计推广34万亩。","Resistance to bacterial diseases, high yield, medium grain quality and altered maturity","1990","Seed - Self pollination","Cereals","Direct development of an induced mutant","","","","","","Asia"
"2378","Zhefu 910","浙辐910","2000","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhefu 910 was officialy approved in 2000. It was developed by irradiation of seeds from F1 generation with gamma rays (300 Gy). Main improved attributes of mutant variety are good quality and improved plant structure.","浙辐201是新品系201干种子经60Co γ射线辐射培育而成的高抗性淀粉含量的早籼稻新品种,具有直链淀粉含量高、胶稠度软和抗性淀粉含量高的特点,适合加工专用和功能食品开发,适宜在浙江、江西、安徽、湖南等省作早中熟早籼稻栽培.","Good quality and improved plant structure","2000","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"3328","Zhefuliangyou 12","","2009","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhefuliangyou 12 was officialy approved in 2009. Main improved attributes of mutant variety are seed production traits, high yield, good quality and resistance to disease.","","Seed production traits, high yield, good quality and resistance to disease","2009","Seed - Self pollination","Cereals","","","","","","","Asia"
"2712","Zhejing 28","浙粳28","2008","2008002","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhejing 28 was officialy approved in 2008. It was developed by irradiation of seeds from F1 generation with gamma rays. Main improved attributes of mutant variety are high yield and good grain quality.","浙粳28是浙江省农科院作物与核技术利用研究所和杭州市良种引进公司联合选育的高产、优质、杭病粳稻新品种。于1999年用优质高产晚粳秀水110做母本与高产大粒晚粳R9682作父本杂交，当代于种子经辐射诱变处理，2OOO年又以．F1(秀水1lO／R9682)为母本与秀水110为父本回交，当代干种子再经辐射诱变处理，后经多代系统选育结合产量测定与抗性鉴定于2OO4年育成，2OO7年1O月通过杭州市农作物品种审查小组的考察审查。","High yield and good grain quality","2008","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"3248","Zhejing 41","浙粳41","2009","浙审稻2009003","","","","Oryza sativa L.","Rice","China","The mutant variety Zhejing 41 was officialy approved in 2009. It was developed by treatment of breeding generation. Main improved attributes of mutant variety are medium maturity japonica rice variety, medium tillering ability, large panicle, high yield, good grain quality, the resistance to blast and bacterial leaf blight and resistance to brown planthopper.","","Medium maturity japonica rice variety, medium tillering ability, large panicle, high yield, good grain quality, the resistance to blast and bacterial leaf blight and resistance to brown planthopper","2009","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","","","","","Asia"
"720","Zhemai 3","浙麦3号","1983","","","","","Triticum aestivum L.","Wheat","China","The mutant variety Zhemai 3 was officialy approved in 1983. It was developed by treatment of seeds with laser (50 J). Main improved attributes of mutant variety are early maturity, high yield, resistence to diseases, vegetation period 180 days and 95 cm height.","","Early maturity, high yield, resistence to diseases, vegetation period (180 days) and plant height (95 cm)","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Lasers","","Seed","Asia"
"847","Zhemai 4","浙麦4号","1989","","","","","Triticum aestivum L.","Wheat","China","The mutant variety Zhemai 4 was officialy approved in 1989. It was developed by treatment of seeds with laser (50 J). Main improved attributes of mutant variety are high grain quality and altered maturity.","早熟高产稳产小麦新品种浙麦4号","High grain quality and altered maturity","1989","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Lasers","","Seed","Asia"
"882","Zhemai 5","浙麦5号","1991","","Zhejiang Provincial Variety Registration Committee","","","Triticum aestivum L.","Wheat","China","","","","1991","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"579","Zhenfu 1","","1971","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhenfu 1 was officially approved in 1971. It was developed by irradiation with gamma rays (300 Gy). Main improved attributes of mutant variety are early maturity (10 days), good tillering, and resistance to lodging.","","Early maturity (10 days), good tillering and resistance to lodging","1971","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"580","Zhengguang 1","","1978","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhengguang 1 was officially approved in 1978. It was developed by irradiation with gamma rays (300 Gy). Main improved attribute of mutant variety is resistance to yellow stunt virus.","","Resistance to yellow stunt virus","1978","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"660","Zhengliufu","","1979","","","","","Triticum aestivum L.","Wheat","China","The mutant variety Zhengliufu was officialy approved in 1979. It was developed by irradiation with 300 Gy gamma rays (twice). Main improved attributes of mutant variety are resistence to drought and resistance to stripe rust.","","Resistence to drought and resistance to stripe rust","1979","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","","Asia"
"2806","Zhengzhi 97C01","郑芝97C01","2002","","","2002021","China National Variety Registration Committee","Sesamum indicum L.","Sesame","China","郑97C01属单秆型品种，全生育期87-91天，属中早熟品种。出苗速度快，苗期生长健壮，中下部叶片较大，叶色浓绿；植株高大，一般株高147-178厘米，三花四棱，蒴果长度中等。该品种高抗茎点枯病和枯萎病，且抗旱耐渍、抗倒伏性好。籽粒纯白，纹路较细，千粒重3克左右，含油量56.1%，蛋白质含量19.72%。 　　产量表现：1999-2001年参加河南省区试。1999年平均亩产88.71公斤，较对照增产3.22%，2000年平均亩产56.00公斤，较对照增产8.22%，2001年平均亩产89.78公斤，较对照豫芝4号增产14.7%。2000年安徽、湖北、新疆阿克苏地区分别进行了引种试验示范近20万亩，均表现高产多抗。","","","2002","Seed - Self pollination","Edible oil plants","","","","","","","Asia"
"2807","Zhengzhi 98N09","郑芝98N09","2004","","China National Variety Registration Committee","","","Sesamum indicum L.","Sesame","China","郑芝98N09是利用杂交与诱变技术育成的芝麻新品种，具有优魔、高产、抗病等优点，3 年43点次试验，平均产量991．05 kg／hm ，较对照增产8．29％，适宜在江淮芝麻产区种植。","","","2004","Seed - Self pollination","Edible oil plants","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"1819","Zhengzhondajiangzhang","","1986","","","","","Rosa L.","Rose","China","The mutant variety Zhengzhondajiangzhang was officialy approved in 1986. It was developed by irradiation of branch with gamma rays (40-50 Gy). Main improved attributes of mutant variety are improved agronomic and botanical characteristics.","","Improved agronomic and botanical characteristics","1986","Vegetative - Budding and grafting","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","Vegetative propagates","Asia"
"1822","Zhengzhouchunse","","1989","","","","","Rosa L.","Rose","China","The mutant variety Zhengzhouchunse was officialy approved in 1989. It was developed by irradiation of branch with gamma rays (40-50 Gy). Main improved attributes of mutant variety are improved agronomic and botanical characteristics.","","Improved agronomic and botanical characteristics","1989","Vegetative - Budding and grafting","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","Vegetative propagates","Asia"
"1777","Zhenjie","","1986","","","","","Rosa L.","Rose","China","The mutant variety Zhenjie was officialy approved in 1986. It was developed by irradiation of green branches with gamma rays (30 Gy). Main improved attributes of mutant variety are improved leaf and flower characteristics.","","Improved leaf and flower characteristics","1986","Vegetative - Budding and grafting","Flowers","Direct development of an induced mutant","","Physical","Gamma rays","","Vegetative propagates","Asia"
"2380","Zhenuo #3","浙糯3号","2003","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhenuo #3 was officialy approved in 2003. It was developed by irradiation of seeds from F1 generation with gamma rays. Main improved attributes of mutant variety are high yield and resistance to bacterial diseases.","","High yield and resistance to bacterial diseases","2003","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"793","Zhenuo 2","浙糯2号","1993","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhenuo 2 was officialy approved in 1993. It was developed by irradiation of with gamma rays (300 Gy). Main improved attribute of mutant variety are high grain yield, good cooking quality, resistance to rice blast and bacterial blight and improved growth habits.","浙糯2号是省农科院原子能所用60Co-γ射线处理R8617干种子并在稻瘟病病区用大群体自然诱发筛选结合人工接种鉴定选育而成的抗病的晚粳糯突变新品种。该品种米质优、加工品质，蒸煮品质明显优于主栽品种祥湖84。而且该品种较抗稻瘟病和白叶枯病。该品种已于1993年通过省品种审定委员会审定，并于1996年12月29日通过成果鉴定。浙糯二号比祥湖84增产10%左右。产生社会经济效益5021万元，该成果在同类研究中达到国际先进水平。","High grain yield, good cooking quality, resistance to rice blast and bacterial blight and improved growth habits","1993","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"2727","Zhenuo 3","浙糯3号","2003","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","浙糯3号原名R743，是浙江省农科院作物与核技术利用研究所于1994年配组并用Cs” 7射线辐照处理119256／宁1081杂交当代干种子，经多代选育，于1997年在F^代中选育而成的糯稻品种。2003年3月通过浙江省农作物品种审定委员会审定。表现米质优，熟期早， 中抗稻瘟病和白叶枯病。可以在全省各地作单季稻或作连作晚稻种植，也可以在衢州、金华、温州、丽水等气温较高的部分地区作早稻栽种。","","","2003","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"3366","ZHENUO 36","","2003","","","","","Oryza sativa L.","Rice","China","The mutant variety ZHENUO 36 was officialy approved in 2003. It was developed by irradiation of seeds with gamma rays (200 Gy). Main improved attributes of mutant variety are high yield, large grain size and good grain quality.","The dry seeds of F 2,which came from the crossing of japonical rice Bing 92\|124×japonical gelatinous rice Shaonuoxuan(SNX), was induced by 200Gy 60 Co γ\|irradiation.A japonical gelatinous rice mutant ZH206 with high yield, large grain size and good grain quality was obtained through several generation selections. It was demonstrated that the average yield was 9\^4% higher than controls in two regional tests in successive two years. Its grain size was obviously large as compared with its original parents, 1000\|grain weight was above 30g, 4\^1g and 3\^6g higher than Bing 92\|124 and SNX, respectively. Gelatinous characteristic of its rice was better than control Xianghu 84 and also much better than SNX. In 2003, the mutant was denominated as \""Zhenuo 36"" by Crop Variety Identification Committee of Zhejiang Province. As an excellent japonical gelatinous variety, Zhenuo 36 had both the largest rate of increasing yield and the highest grain weight in Zhejiang provincial regional tests of japonical rice during last 20 years. The successful breeding of the variety showed that irradiation induction is an effective method to simultaneously improve some characteristics in rice.","High yield, large grain size and good grain quality","2003","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"2746","Zhenuo 4","浙糯4号","2006","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","浙糯4号(原名R2004)是浙江省农科院作物与核技术利用研究所1997年以抗稻瘟病新种质 R917的后代武运P17作母本，糯稻丙9302作父本杂交，并将杂交当代干种子进行辐射诱变处理，经多代选育，于1999年从 代中选择到性状稳定、表现突出的晚粳糯稻品种。2005年1月通过浙江省农作物品种审定委员会审定。该品种表现丰产性好、米质优、抗稻瘟病和中抗白叶枯病。可在浙江省作单季晚稻或连作晚稻种植。","","","2006","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"2733","Zhenuo 5","浙糯5号","2004","2004020","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","“浙糯5号”是浙江省农科院作核所用“R9682”／“丙9302”杂交当代F1种子经辐射诱变处理、稻瘟病人工接种和病区诱发接种筛选鉴定选育而成的晚粳糯品种，2004年通过浙江省品审委审定。我市2005年引进试种，表现抗病、高产、优质，适宜多种茬口多种栽培方式种，深受稻农欢迎。2006年种植面积达5000亩以上，将成为我市糯稻主栽品种。","","","2004","Seed - Self pollination","Cereals","Mutagenic treatment of breeding material (F1, F2, seeds, ect)","","Physical","Gamma rays","","Seed","Asia"
"1701","Zheyou 7","浙油7号","1983","","","","","Brassica napus L.","Rapeseed","China","The mutant variety Zheyou 7 was officialy approved in 1983. Main improved attributes of mutant variety are altered maturity and good quality.","","Altered maturity and good quality","1983","Seed - Open-pollinating","Edible oil plants","Direct development of an induced mutant","","","","","","Asia"
"818","Zhong 156","中156","1993","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhong 156 was officialy approved in 1993. It was developed by hybridization with mutant variety Zhefu 802 obtained by irradiation with gamma rays (300 Gy). Main improved attributes of mutant variety are high grain yield, tolerance to low temperature, compact plant type, medium tillering ability, plant height (78 cm or more), panicle length (17.7 cm), grain weight (28-29 g), 24.5% amylose, 10.5% protein content, grain quality medium, growth period (110 days), but susceptible to blast and bacterial leaf blight and brown planthopper.","早籼早熟品种。株型紧凑，分蘖力中等，株高78厘米以上，亩有效穗23万，穗长17．7厘米左右，每穗总粒数100粒以上，结实率85％，千粒重28－29克，糙米率80 ％，精米率72．7％，直链淀粉24．5％，蛋白质含量10．5％，米质中等。全生育期110天左右。耐寒、耐热性强，不烂秧，不逼熟，落黄好。易感稻瘟病、白叶枯病和褐飞虱。一般亩产400公斤左右。栽培要点：绿肥茬田播种量50－60公斤／亩，中熟春花大麦茬田亩播40公斤，迟熟春花小麦、油菜茬田30公斤。秧龄一般30天左右为宜，因分蘖力弱，应注意培育壮秧，移栽时要合理密植，每亩基本苗15万左右。施足有机肥，早追氮、磷、钾肥。前期促分蘖，中期适度搁田，后期尽量推迟排水平田，天气干热时深水灌溉。","High grain yield, tolerance to low temperature, compact plant type, medium tillering ability, plant height (78 cm or more), panicle length (17.7 cm), grain weight (28-29 g), 24.5% amylose, 10.5% protein content, grain quality medium, growth period (110 days), but susceptible to blast and bacterial leaf blight and brown planthopper","1993","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays","","Seed","Asia"
"2923","Zhong 297-5","中297-5","2005","","","","","Gossypium L.","Cotton","China","","","","2005","Seed - Open-pollinating","Fibre crop","","","","","","","Asia"
"2924","Zhong 297-5","中297-5","2005","","","","","Gossypium L.","Cotton","China","","","","2005","Seed - Open-pollinating","Fibre crop","","","","","","","Asia"
"688","Zhonga 1","","1969","","","","","Triticum aestivum L.","Wheat","China","The mutant variety Zhonga 1 was officialy approved in 1969. It was developed by irradiation of seeds with gamma rays (200 Gy). Main improved attributes of mutant variety are resistance to low temperature, red grains mutated to white.","","Resistance to low temperature, red grains mutated to white","1969","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"581","Zhongbao 2","","1977","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhongbao 2 was officialy approved in 1976. It was developed by treatment with fast neutrons. Main improved attributes of mutant variety are early maturity and short culm.","","Early maturity and short culm","1977","Seed - Self pollination","Cereals","Direct development of an induced mutant","","","","","","Asia"
"839","Zhonghong 1","","1977","","","","","Triticum aestivum L.","Wheat","China","The mutant variety Zhonghong 1 was officialy approved in 1977. It was developed by treatment with fast neutrons (fN). Main improved attributes of mutant variety are high grain yield and good quality.","","High grain yield and good quality","1977","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Neutrons - fast neutrons","","","Asia"
"2792","Zhonghuang 20","中黄20","2003","","","","","Glycine max (L.) Merr.","Soybean","China","高油、高产大豆新品种--中黄20","","","2003","Seed - Self pollination","Legume and Pulses","","","","","","","Asia"
"2914","Zhongjiazao 3","中佳早3号","2005","","","","","Oryza sativa L.","Rice","China","","","","2005","Seed - Self pollination","Cereals","","","","","","","Asia"
"2922","Zhongmiansuo 42","中棉所42","2002","","Henan Provincial Variety Registration Committee","","","Gossypium L.","Cotton","China","中棉所42是中国农业科学院棉花研究所培育的短季棉突破性新品种。2002年3月通过河南省农作物品种审定委员会审定通过. 中棉所42属早熟陆地棉品种,生育期120天.该品种叶片中等大小,叶色深绿,出苗快,苗期长势稳健.2005年我团种植中棉所42品种3409亩,平均皮棉单产136.4kg,最高单产153.5kg.","","","2002","Seed - Open-pollinating","Fibre crop","","","","","","","Asia"
"2719","Zhongmiansuo 50","中棉所50","2007","","","2007013","China National Variety Registration Committee","Gossypium L.","Cotton","China","中棉所50为转抗虫基因早熟常规品种，黄河流域棉区夏播全生育期110天，出苗快，苗齐、苗壮，前、中期长势强，后期长势转弱，整齐度好。植株塔形、紧凑，株高71.1厘米，茎秆坚韧、青紫色多茸毛，叶片中等偏小、深绿色，缺刻深，花冠乳白色，花药和柱头米黄色。第1果枝节位5.7节，单株结铃7.6个，铃卵圆形，吐絮畅且集中，单铃重5.2克，衣分40.5%，子指10.0克，霜前花率95.3%。高抗枯萎病、耐黄萎病，抗棉铃虫。HVICC纤维上半部平均长度29.5毫米，断裂比强度27.9厘牛/特克斯，马克隆值4.4，断裂伸长率6.9%，反射率74.9%，黄色深度8.3，整齐度指数84.6%，纺纱均匀性指数136。 　　 　　产量表现：该品种2002～2003年参加黄河流域棉区夏播棉组品种区域试验，子棉、皮棉和霜前皮棉每667平方米（1亩）产量分别为177.1千克、71.7千克和68.3千克，分别比对照中棉所30增产21.8%、23.6%和29.4%。2004年的生产试验，子棉、皮棉和霜前皮棉每667平方米产量分别为174.5千克、68.8千克和61.5千克，分别比对照中棉所30增产15.6%、14.9%和9.6%。","","","2007","Seed - Open-pollinating","Fibre crop","","","","","","","Asia"
"2720","Zhongmiansuo 69","中棉所69","2008","2008002","Henan Provincial Variety Registration Committee","","","Gossypium L.","Cotton","China","The mutant variety Zhongmiansuo 69 was officialy approved in 2008. It was developed by treatment in aerospace. Main improved attribute of mutant variety is high yield.","","High yield","2008","Seed - Open-pollinating","Fibre crop","Direct development of an induced mutant","","","","","","Asia"
"605","Zhongmounuodao","","1982","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhongmounuodao was officialy approved in 1982. It was developed by irradiation of seeds with gamma rays (200 Gy). Main improved attributes of mutant variety are glutinous, good quality and taste, tolerance to stress.","","Good quality and taste, glutinous and tolerance to stress","1982","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays","","Seed","Asia"
"630","Zhongtie 31","","1986","","","","","Oryza sativa L.","Rice","China","The mutant variety Zhongtie 31 was officialy approved in 1986. It was developed by treatment with fast neutrons (1.33 - 3.33 x 10-11). Main improved attributes of variety are high grain yield and improved growth habits.","","High grain yield and improved growth habits","1986","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Neutrons - fast neutrons","","","Asia"
"265","Zhongyu 7","","1985","","","","","Citrus L.","Mandarin","China","The mutant variety Zhongyu 7 was officialy approved in 1985. It was developed by irradiation with gamma rays. Main improved attributes of mutant variety are improved seed production traits and good cooking quality.","","Improved seed production traits and good cooking quality","1985","Seed - Open-pollinating","Tree fruit","Direct development of an induced mutant","","","","","","Asia"
"266","Zhongyu 8","","1985","","","","","Citrus L.","Mandarin","China","The mutant variety Zhongyu 8 was officialy approved in 1985. It was developed by irradiation with gamma rays. Main improved attributes of mutant variety are improved seed production traits and good cooking quality.","","Improved seed production traits and good cooking quality","1985","Seed - Open-pollinating","Tree fruit","Direct development of an induced mutant","","","","","","Asia"
"865","Zhongyuandan 32","中原单32","1997","","","","National Variety Registration Committee","Zea mays L.","Maize","China","属粮饲兼用玉米，中早熟品种，有效积温2200～2400度,株高270-320厘米,穗位高110厘米左右,籽粒桔黄色，半硬粒、千粒重300克左右，活秆成熟，不秃尖，高抗矮花叶病，抗大、小斑病，青枯病和粗缩病，籽粒含粗蛋白12.77%，粗脂肪4.28%,赖氨酸0.275%。秸秆含粗蛋白7.8-10.54%,较普通玉米高3.3---6.2%,含粗脂肪1.49%,粗纤维22.34-31.92%，一般籽粒亩产500-700公斤，鲜秸秆亩产5-6吨。","","","1998","Seed - Hybrid-pollinating","Fodder","Direct development of an induced mutant","ZL98119304.80","","","","","Asia"
"702","Zhongyuandan 4","中原单4号","1982","","Beijing City Crop Variety Approval Committee","","","Zea mays L.","Maize","China","The mutant variety Zhongyuandan 4 was officialy approved in 1982. It was developed by hybridization with one mutant Yuanfu 17. Main improved attributes of mutant variety are early maturity, resistance to leaf spot and higher yield.","","Early maturity, resistance to leaf spot and higher yield","1982","Seed - Hybrid-pollinating","Cereals","Crossing with one mutant","","","","","","Asia"
"2909","Zhongzao 21","中早21","2003","","Zhejiang Provincial Variety Registration Committee","","","Oryza sativa L.","Rice","China","The mutant variety Zhongzao 21 was officialy approved in 2003. Main improved attributes of mutant variety are medium maturity, tillering ability, large spike and more grains, good grain quality, blast resistance.","中早21于2003年3月经省农作物品审会第二十七次品种审定会议审定通过。该品种2001年金华市区试平均亩产455.3公斤，比对照嘉育948增11.62％，达极显著水平；2002年金华市区试平均亩产409.5公斤，比对照嘉育948增11.28％。两年平均比对照增11.45％。全生育期两年平均111.7天，比对照嘉育948长2.5天。2002年生产试验，平均亩产393.71公斤,比对照嘉育948增3.22%。两年区试平均亩有效穗20.7万，每穗实粒数110.1粒，结实率78.5％，千粒重20.1克，据省农科院植保所鉴定结果：对稻瘟病的抗性显著优于对照嘉育948，白叶枯病的抗性差于对照。据农业部稻米及制品质量监督检验测试中心分析：胶稠度、蛋白质符合一级标准，糙米率、粒长、长宽比、直链淀粉含量符合二级标准。该品种属中熟早籼类型品种，植株适中，分蘖中等，穗大粒多，结实率高，后期青杆黄熟，米质较优。纹枯病较轻，中抗稻瘟病，适宜在金华、衢州及生态类似地区种植。","Medium maturity, tillering ability, large spike and more grains, good grain quality, blast resistance","2003","Seed - Self pollination","Cereals","","","","","","","Asia"
